เลขทะเบียน,ชื่อบริษัทภาษาไทย,ชื่อบริษัทภาษาอังกฤษ,ประกอบธุรกิจ,หมวดธุรกิจ,ที่ตั้ง,สถานะ,วันที่จดทะเบียน,วันที่จดทะเบียน(ชื่อเดือน),ทุนจดทะเบียน,ก่อตั้งโดย,ข้อมูลสำหรับติดต่อ,ข้อมูลสำหรับการติดต่อ,เบอร์โทร,Website,หลักทรัพย์,ที่มา,สมัครงาน / ดูตำแหน่งงานว่าง,วันที่ร้าง,วันที่เลิก,เสร็จชำระบัญชี,เว็บไซต์,พิพากษาล้มละลาย,ศาลสั่งพิทักษ์ทรัพย์,ทะเบียน,จดทะเบียน
'0105525018194,บริษัท เบอร์ลี่ ยุคเกอร์ ฟู้ดส์ จำกัด,BERLI JUCKER FOODS COMAANY LIMITED,ผลิตสินค้าอาหารว่างนำเข้าสินค้าอบกรอบและขนมอื่น,การผลิตขนมขบเคี้ยว/ขนมกรุบกรอบ,225/10 หมู่ที่ 1 ตำบลบางเสาธง อำเภอบางเสาธง จ.สมุทรปราการ 10570,ยังดำเนินกิจการอยู่,24/5/2525,24 พฤษภาคม 2525,320000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.bjc.co.th,,https://www.dataforthai.com/company/0105525018194/,,,,,www.bjc.co.th,,,,
'0135535002801,บริษัท พี.อาร์.ฟู้ดแลนด์ จำกัด,P.R. FOODLAND COMPANY LIMITED,ประกอบกิจการผลิตและจำหน่ายขนมขบเคี้ยวและกรุบกรอบ,การผลิตขนมขบเคี้ยว/ขนมกรุบกรอบ,56 หมู่ที่ 10 ตำบลปากช่อง อำเภอปากช่อง จ.นครราชสีมา 30130,ยังดำเนินกิจการอยู่,30/12/2535,30 ธันวาคม 2535,70000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.prfoodland.com,,https://www.dataforthai.com/company/0135535002801/,,,,,www.prfoodland.com,,,,
'0105535040061,บริษัท พี.เอช.ฟู้ดส์ จำกัด,"P.H.FOODS CO., LTD.",ผลิตและจำหน่ายขนมขบเคี้ยว,การผลิตขนมขบเคี้ยว/ขนมกรุบกรอบ,33/1 หมู่ที่ 1 ถนนเพชรเกษม ตำบลอ้อมใหญ่ อำเภอสามพราน จ.นครปฐม 73160,ยังดำเนินกิจการอยู่,5/3/2535,5 มีนาคม 2535,40000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.phfoodsthailand.com,,https://www.dataforthai.com/company/0105535040061/,,,,,www.phfoodsthailand.com,,,,
'0105560117683,บริษัท ฟีลิน จำกัด,FELIN COMPANY LIMITED,,การผลิตขนมขบเคี้ยว/ขนมกรุบกรอบ,82-87 หมู่ที่ 10 ตำบลไทรใหญ่ อำเภอไทรน้อย จ.นนทบุรี 11150,ยังดำเนินกิจการอยู่,18/7/2560,18 กรกฎาคม 2560,50000000,,,False,,,,https://www.dataforthai.com/company/0105560117683/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,,,
'0105521023461,บริษัท ฟู๊ดโพรเซสซิ่ง จำกัด,FOOD PROCESSING COMPANY LIMITED,ผู้ผลิตอาหารขบเคี้ยว,การผลิตเครื่องปรุงอาหารประจำโต๊ะและเครื่องประกอบอาหาร อื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,20/20 หมู่ที่ 1 ซอยวัดเทียนดัด ถนนเพชรเกษม ตำบลบ้านใหม่ อำเภอสามพราน จ.นครปฐม 73110,ยังดำเนินกิจการอยู่,15/12/2521,15 ธันวาคม 2521,100000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105521023461/,,,,,,,,,
'0735531000808,บริษัท แฟชั่นฟู้ด จำกัด,FASHION FOOD COMPANY LIMITED,ขนมกรอบเคี้ยวบะหมี่กึ่งสำเร็จรูป,การผลิตขนมขบเคี้ยว/ขนมกรุบกรอบ,105/4 หมู่ที่ 6 ถนนเพชรเกษม ตำบลคลองใหม่ อำเภอสามพราน จ.นครปฐม 73110,ยังดำเนินกิจการอยู่,26/12/2531,26 ธันวาคม 2531,105000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,http://www.ff.co.th,,https://www.dataforthai.com/company/0735531000808/,,,,,http://www.ff.co.th,,,,
'0105538061808,บริษัท มโนห์ราอุตสาหกรรมอาหาร จำกัด,"MANORA FOOD INDUSTRY CO., LTD.",ผู้ผลิต/จำหน่าย/ส่งออก(ขนมขบเคี้ยว)ข้าวเกรียบ,การผลิตขนมขบเคี้ยว/ขนมกรุบกรอบ,82/5-8 ถนนจรัญสนิทวงศ์ แขวงอรุณอมรินทร์ เขตบางกอกน้อย กรุงเทพมหานคร 10700,ยังดำเนินกิจการอยู่,23/5/2538,23 พฤษภาคม 2538,125000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.manorafood.com,,https://www.dataforthai.com/company/0105538061808/,,,,,www.manorafood.com,,,,
'0215559004233,บริษัท มารุเอสุ แฟคโทรี่(ประเทศไทย) จำกัด,MARUESU FACTORY(THAILAND) COMPANY LIMITED,ประกอบกิจการผลิตสินค้าจำพวกอาหาร ขนมคบเคี้ยว,การผลิตขนมขบเคี้ยว/ขนมกรุบกรอบ,1/12 หมู่ที่ 5 ตำบลท่าสะอ้าน อำเภอบางปะกง จ.ฉะเชิงเทรา 24130,ยังดำเนินกิจการอยู่,21/6/2559,21 มิถุนายน 2559,100000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,https://www.maruesuthailand.com/,,https://www.dataforthai.com/company/0215559004233/,,,,,https://www.maruesuthailand.com/,,,,
'0115534001444,บริษัท ยูโรเปี้ยน สแนค ฟู้ด จำกัด,"EUROPEAN SNAK FOOD CO., LTD.",ผลิตและจำหน่ายอาหารจากขบเคี้ยว,การผลิตขนมขบเคี้ยว/ขนมกรุบกรอบ,44/93 หมู่ 3 ตำบลท้ายบ้านใหม่ อำเภอเมืองสมุทรปราการ จ.สมุทรปราการ 10280,ยังดำเนินกิจการอยู่,3/5/2534,3 พฤษภาคม 2534,122700000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.eurosnack.co.th,,https://www.dataforthai.com/company/0115534001444/,,,,,www.eurosnack.co.th,,,,
'0105532057965,บริษัท ยูอาร์ซี (ประเทศไทย) จำกัด,"URC ( THAILAND ) CO.,LTD.","ขนมขบเคี้ยว,ขนมปังกรอบ,ช็อกโกแลต,ลูกอม",การผลิตขนมขบเคี้ยว/ขนมกรุบกรอบ,"44,46 ถนนราษฏร์พัฒนา แขวงราษฎร์พัฒนา เขตสะพานสูง กรุงเทพมหานคร 10240",ยังดำเนินกิจการอยู่,26/6/2532,26 มิถุนายน 2532,3000000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.jacknjill.co.th,,https://www.dataforthai.com/company/0105532057965/,,,,,www.jacknjill.co.th,,,,
'0125541002850,บริษัท เยเนอรัล แคร์ โปรดักส์ จำกัด,GENERAL CARE PRODUCTS COMPANY LIMITED,ผลิตและจำหน่าย ขนมฟรุตกัมมี่,การผลิตขนมขบเคี้ยว/ขนมกรุบกรอบ,51/31 หมู่ที่ 2 ซอยแจ้งวัฒนะ-ปากเกร็ด 41 ถนนแจ้งวัฒนะ ตำบลคลองเกลือ อำเภอปากเกร็ด จ.นนทบุรี 11120,ยังดำเนินกิจการอยู่,6/7/2541,6 กรกฎาคม 2541,105000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0125541002850/,ดูตำแหน่งงานจาก JOBTOPGUN,,,,,,,,
'0105549126183,บริษัท ลิลลี่ โทเบก้า จำกัด,LILY TOBEKA COMPANY LIMITED,ผลิตอาหารสำเร็จรูปประเภทขนมคบเคี้ยว,การผลิตขนมขบเคี้ยว/ขนมกรุบกรอบ,700/170 หมู่ที่ 1 ตำบลบ้านเก่า อำเภอพานทอง จ.ชลบุรี,ยังดำเนินกิจการอยู่,24/10/2549,24 ตุลาคม 2549,33000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,http://www.lilytobeka.com,,https://www.dataforthai.com/company/0105549126183/,,,,,http://www.lilytobeka.com,,,,
'0125546007515,บริษัท เวลตี้ฟู้ด แมนูแฟคเจอริ่ง จำกัด,WEALTHY FOOD MANUFACTURING COMPANY LIMITED,การผลิตและจำหน่ายขนมอบกรอบและข้าวเกรียบ,การผลิตขนมขบเคี้ยว/ขนมกรุบกรอบ,"32/3, 32/8, 32/9 หมู่ที่ 3 ถนนไทรน้อย-บางเลน ตำบลขุนศรี อำเภอไทรน้อย จ.นนทบุรี 11150",ยังดำเนินกิจการอยู่,1/8/2546,1 สิงหาคม 2546,65000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0125546007515/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,,,
'0115545009476,บริษัท ไวด์ เฟธ ฟู้ด จำกัด,WIDE FAITH FOODS COMPANY LIMITED,ผลิตขนมอบกรอบ,การผลิตขนมขบเคี้ยว/ขนมกรุบกรอบ,402 หมู่ที่ 17 ตำบลบางเสาธง อำเภอบางเสาธง จ.สมุทรปราการ 10570,ยังดำเนินกิจการอยู่,1/11/2545,1 พฤศจิกายน 2545,92000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,https://www.master-rice.com/,,https://www.dataforthai.com/company/0115545009476/,ดูตำแหน่งงานจาก JOBTOPGUN,,,,https://www.master-rice.com/,,,,
'0105517001563,บริษัท สยามร่วมมิตร จำกัด,"FRIENDSHIP CO., LTD.","ผลิตและจำหน่ายขนมขบเคี้ยว,คุ๊กกี้",การผลิตขนมขบเคี้ยว/ขนมกรุบกรอบ,6/1 ถนนประมวล แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500,ยังดำเนินกิจการอยู่,6/2/2517,6 กุมภาพันธ์ 2517,147600000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105517001563/,ดูตำแหน่งงานจาก JOBTOPGUN,,,,,,,,
'0735532000275,บริษัท แหลมทองอุตสาหกรรมอาหาร จำกัด,LAEM THONG FOOD INDUSTRIES COMPANY LIMITED,ประกอบกิจการผลิตและจำหน่ายอาหารและขนมทั้งภายในและต่างประเทศ,การผลิตผลิตภัณฑ์อาหารอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,42/2 หมู่ที่ 2 ถนนเพชรเกษม ตำบลอ้อมใหญ่ อำเภอสามพราน จ.นครปฐม 73160,ยังดำเนินกิจการอยู่,20/3/2532,20 มีนาคม 2532,65000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.laemthongfood.co.th,,https://www.dataforthai.com/company/0735532000275/,,,,,www.laemthongfood.co.th,,,,
'0105556039606,บริษัท อรภัทร ฟู้ด จำกัด,ORAPAT FOOD COMPANY LIMITED,ประกอบกิจการผลิตและจำหน่ายขนม,การผลิตผลิตภัณฑ์อาหารอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,41/24 ถนนริมคลองบางสะแก แขวงบางค้อ เขตจอมทอง กรุงเทพมหานคร 10150,ยังดำเนินกิจการอยู่,4/3/2556,4 มีนาคม 2556,50000000,,,False,,,,https://www.dataforthai.com/company/0105556039606/,,,,,,,,,
'0105546063482,บริษัท สแน็คทูโก (เอเชีย) จำกัด,"SNACK TO GO (ASIA) CO., LTD.",ประกอบกิจการผลิตและจำหน่ายขนมขบเคี้ยว/ขนมกรุบกรอบ,การผลิตขนมขบเคี้ยว/ขนมกรุบกรอบ,168/9 นิคมอุตสาหกรรมลาดกระบัง ซอยฉลองกรุง 31 แขวงลำปลาทิว เขตลาดกระบัง กรุงเทพมหานคร 10520,ยังดำเนินกิจการอยู่,3/6/2546,3 มิถุนายน 2546,100000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105546063482/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,,,
'0105528005972,บริษัท ฮานามิ ฟู้ดส์ จำกัด,HANAMI FOODS COMPANY LIMITED,ผลิตและจำหน่ายขนมขบเคี้ยว,การผลิตขนมขบเคี้ยว/ขนมกรุบกรอบ,6/1 ถนนประมวล แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500,ยังดำเนินกิจการอยู่,14/2/2528,14 กุมภาพันธ์ 2528,60000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105528005972/,,,,,,,,,
'0715547000799,บริษัท ศรีฟ้าโฟรเซนฟู้ด จำกัด,SRIFA FROZEN FOOD COMPANY LIMITED,การผลิตและจำหน่ายขนม,การผลิตขนมไทยและขนมพื้นเมือง (ยกเว้นขนมอบ),208-209 หมู่ที่ 3 ตำบลวังขนาย อำเภอท่าม่วง จ.กาญจนบุรี 71110,ยังดำเนินกิจการอยู่,5/11/2547,5 พฤศจิกายน 2547,125000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,srifabakery.co.th,,https://www.dataforthai.com/company/0715547000799/,,,,,srifabakery.co.th,,,,
'0305549000676,บริษัท เทรา ฟู้ด แอนด์ เบฟเวอเรจ จำกัด,TERA FOOD & BEVERAGE COMPANY LIMITED,โรงงานผลิตเครื่องดื่มให้พลังงานและเกลือแร่,การผลิตเครื่องดื่มให้พลังงานรวมถึงเครื่องดื่มเกลือแร่,555 หมู่ที่ 5 ตำบลโป่งแดง อำเภอขามทะเลสอ จ.นครราชสีมา 30280,ยังดำเนินกิจการอยู่,28/3/2549,28 มีนาคม 2549,400000000,,,False,,,,https://www.dataforthai.com/company/0305549000676/,,,,,,,,,
'0105545131824,บริษัท เบทาโกร ไดนิปปอน เทคโนเอ็กซ์ จำกัด,BETAGRO-DAINIPPON TECHNO-EX COMPANY LIMITED,โรงงานผลิตและจำหน่ายน้ำซุปเข้มข้นและน้ำมันที่สกัดจากกระดูกสัตว์,การผลิตซุปน้ำซุปและอาหารพิเศษ,323 หมู่ที่ 6 แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210,ยังดำเนินกิจการอยู่,17/12/2545,17 ธันวาคม 2545,140000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105545131824/,,,,,,,,,
'0105563146544,บริษัท ฟู้ด แอนด์ เบฟเวอเรจ ยูไนเต็ด จำกัด,"FOOD AND BEVERAGE UNITED CO., LTD.",ผลิตผลิตภัณฑ์อาหารอื่นๆ,การผลิตซุปน้ำซุปและอาหารพิเศษ,57 อาคารปาร์คเวนเชอร์ อีโคเพล็กซ์ ชั้นที่ 20 ถนนวิทยุ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330,ยังดำเนินกิจการอยู่,5/10/2563,5 ตุลาคม 2563,200000000,,,False,,,,https://www.dataforthai.com/company/0105563146544/,,,,,,,,,
'0125536000194,บริษัท ก.แสนไทย ฟู๊ด จำกัด,K.SANTHAI FOOD COMPANY LIMITED,ผลิตและจำหน่ายอาหารพร้อมปรุง,การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย,61/259-260 หมู่ที่ 6 ซอย 2 ถนนตลิ่งชัน-สุพรรณบุรี ตำบลเสาธงหิน อำเภอบางใหญ่ จ.นนทบุรี 11140,ยังดำเนินกิจการอยู่,14/1/2536,14 มกราคม 2536,40000000,,,False,,,,https://www.dataforthai.com/company/0125536000194/,ดูตำแหน่งงานจาก JOBBKK,,,,,,,,
'0105546024291,บริษัท กิมเฮง เดลี่ฟู้ดส์ จำกัด,"KIM HENG FOODS CO.,LTD.",การเช่าและการดำเนินการเกี่ยวกับอสังหาริมทรัพย์ที่เป็นของตนเองหรือเช่าจากผู้อื่นที่ไม่ใช่เพื่อเป็นที่พักอาศัย,การเช่าและการดำเนินการเกี่ยวกับอสังหาริมทรัพย์ที่เป็นของ ตนเองหรือเช่าจากผู้อื่นที่ไม่ใช่เพื่อเป็นที่พักอาศัย,325/11 ถนนหลานหลวง แขวงสี่แยกมหานาค เขตดุสิต กรุงเทพมหานคร 10300,ยังดำเนินกิจการอยู่,25/2/2546,25 กุมภาพันธ์ 2546,50000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105546024291/,,,,,,,,,
'0105537040874,บริษัท คิวพี (ประเทศไทย) จำกัด,"KEWPIE (THAILAND) CO.,LTD.",ผลิตอาหารสำเร็จรูปทุกชนิดจำหน่ายทั้งในประเทศและต่างประเทศ,การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย,1023 อาคารเอ็มเอส สยาม ชั้น 23 ถนนพระราม 3 แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120,ยังดำเนินกิจการอยู่,4/4/2537,4 เมษายน 2537,263000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,http://www.kpthai.com/,,https://www.dataforthai.com/company/0105537040874/,,,,,http://www.kpthai.com/,,,,
'0105538123684,บริษัท เฉลิมพระเกียรติ อุตสาหกรรม จำกัด,S.SINSUP LAND & HOUSE COMPANY LIMITED,ประกอบกิจการจำหน่ายอาหารปรุงเพื่อบริโภคทันที เครื่องดื่มทุกชนิด,การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย,199 ถนนพุทธมณฑลสาย 1 แขวงคลองขวาง เขตภาษีเจริญ กรุงเทพมหานคร 10160,ยังดำเนินกิจการอยู่,16/10/2538,16 ตุลาคม 2538,40000000,,,False,,,,https://www.dataforthai.com/company/0105538123684/,,,,,,,,,
'0105516001721,บริษัท ซันยางอุตสาหกรรมอาหาร จำกัด,SUN YANG FOOD COMPANY LIMITED,ผลิตภัณฑ์อาหารสำเร็จรูป,การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย,112 ถนนสาทรเหนือ แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500,ยังดำเนินกิจการอยู่,14/2/2516,14 กุมภาพันธ์ 2516,30000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.shopee.co.th/taotong_official_shop,,https://www.dataforthai.com/company/0105516001721/,,,,,www.shopee.co.th/taotong_official_shop,,,,
'0105529001083,บริษัท ซิตี้ฟูด จำกัด,"CITY FOOD CO., LTD.",การผลิตอาหารพร้อมปรุงและอาหารสำเร็จรูปที่เน่าเสียง่าย,การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย,99/1 หมู่ที่ 2 ถนนพระประโทน-บ้านแพ้ว ตำบลตลาดจินดา อำเภอสามพราน จ.นครปฐม 73110,ยังดำเนินกิจการอยู่,9/1/2529,9 มกราคม 2529,128000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,http://www.cityfoods.co.th,,https://www.dataforthai.com/company/0105529001083/,,,,,http://www.cityfoods.co.th,,,,
'0105534090609,บริษัท ดูฟู้ด จำกัด,DO FOOD COMPANY LIMITED,ผลิตอาหารกึ่งสำเร็จรูปและอาหารสำเร็จรูป,การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย,118 หมู่ที่ 6 ซอยสุขสวัสดิ์ 76 ถนนสุขสวัสดิ์ ตำบลบางจาก อำเภอพระประแดง จ.สมุทรปราการ 10130,ยังดำเนินกิจการอยู่,23/9/2534,23 กันยายน 2534,86000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105534090609/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,,,
'0107558000041,บริษัท ไทย โคโคนัท จำกัด (มหาชน),THAI COCONUT PUBLIC COMPANY LIMITED,การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย (Manufacture of perishable prepared foods),การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย,108/45 ซอยแจ้งวัฒนะ 20 ถนนแจ้งวัฒนะ ตำบลปากเกร็ด อำเภอปากเกร็ด จ.นนทบุรี 11120,ยังดำเนินกิจการอยู่,30/1/2558,30 มกราคม 2558,735000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,https://www.thaicoconut.com,COCOCO,https://www.dataforthai.com/company/0107558000041/,,,,,https://www.thaicoconut.com,,,,
'0545551000082,บริษัท ไนน์ตี้ไนน์ นูดเดิ้ล จำกัด,"NINETY NINE NOODLE CO.,LTD.",โรงงานผลิตและจำหน่ายก๋วยเตี๋ยว,การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย,144 หมู่ที่ 10 ตำบลป่าแดง อำเภอเมืองแพร่ จ.แพร่ 54000,ยังดำเนินกิจการอยู่,15/5/2551,15 พฤษภาคม 2551,76100000,,,False,,,,https://www.dataforthai.com/company/0545551000082/,,,,,,,,,
'0745540001200,บริษัท บิ๊ก คิทเช่น จำกัด,BIG KITCHEN COMPANY LIMITED,ผลิตและจำหน่ายอาหารสำเร็จรูปและอาหารขบเคี้ยวที่ผลิตจากเนื้อปลา,การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย,88 หมู่ที่ 4 ตำบลโคกขาม อำเภอเมืองสมุทรสาคร จ.สมุทรสาคร 74000,ยังดำเนินกิจการอยู่,23/8/2539,23 สิงหาคม 2539,104000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0745540001200/,,,,,,,,,
'0105528010127,บริษัท บี.บี.ดีเวลลอบเม้นต์ จำกัด,B.B. DEVELOPMENT COMPANY LIMITED,,การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย,59/3 ซอยสุขุมวิท 39 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,ยังดำเนินกิจการอยู่,19/3/2528,19 มีนาคม 2528,205000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105528010127/,,,,,,,,,
'0103533024422,ห้างหุ้นส่วนจำกัด ฟลาวเวอร์ ฟูด,"FLOWER FOOD LTD., PART.",ผลิตและจำหน่าย,การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย,523 ซอยรามอินทรา 5 ถนนรามอินทรา แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร,ยังดำเนินกิจการอยู่,31/8/2533,31 สิงหาคม 2533,50000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.flowerfoodth.com,,https://www.dataforthai.com/company/0103533024422/,,,,,www.flowerfoodth.com,,,,
'0735543001154,บริษัท ฟู้ดเมท จำกัด,"FOOD MATE CO., LTD.",ผลิตอาหารสำเร็จรูป,การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย,58 หมู่ที่ 6 ถนนพระประโทน-บ้านแพ้ว ตำบลตลาดจินดา อำเภอสามพราน จ.นครปฐม 73110,ยังดำเนินกิจการอยู่,10/7/2543,10 กรกฎาคม 2543,67000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0735543001154/,,,,,,,,,
'0115541004747,บริษัท มาไว กรุ๊ป จำกัด,"MAWAI GROUP CO., LTD.",,การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย,155/1 หมู่ที่ 9 ถนนเทพารักษ์ ก.ม.20 ตำบลบางปลา อำเภอบางพลี จ.สมุทรปราการ 10540,ยังดำเนินกิจการอยู่,1/12/2541,1 ธันวาคม 2541,180000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0115541004747/,,,,,,,,,
'0105559076260,บริษัท แมน ฟู๊ด โปรดักส์ จำกัด,MAN FOOD PRODUCTS COMPANY LIMITED,การผลิตอาหารพร้อมปรุงและอาหารสำเร็จรูปที่เน่าเสียง่าย,การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย,5 ซอยเฉลิมพระเกียรติ ร.9 ซอย 21 ถนนเฉลิมพระเกียรติ ร.9 แขวงหนองบอน เขตประเวศ กรุงเทพมหานคร 10250,ยังดำเนินกิจการอยู่,18/5/2559,18 พฤษภาคม 2559,162000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105559076260/,,,,,,,,,
'0105522009399,บริษัท สยามมีทโปรดักส์อุตสาหกรรม จำกัด,,ผลิตและจำหน่ายอาหารสำเร็จรูป,การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย,60 ซอยลาดพร้าว 94 (ปัญจมิตร) แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310,ยังดำเนินกิจการอยู่,9/5/2522,9 พฤษภาคม 2522,60000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,http://www.ezssausage.com,,https://www.dataforthai.com/company/0105522009399/,,,,,http://www.ezssausage.com,,,,
'0705537000389,บริษัท สยามราชบุรีอุตสาหกรรม จำกัด,"SIAM RACHABURI INDUSTRY CO., LTD.",ประกอบกิจการผลิตและจำหน่ายอาหารสำเร็จรูป ขนมปัง ขนมเยลลี่และขนมเด็ก,การผลิตอาหารพร้อมปรุงและอาหารที่เน่าเสียง่าย,9/9 หมู่ที่ 12 ตำบลรางบัว อำเภอจอมบึง จ.ราชบุรี 70150,ยังดำเนินกิจการอยู่,26/5/2537,26 พฤษภาคม 2537,50000000,,,False,,,,https://www.dataforthai.com/company/0705537000389/,,,,,,,,,
