เลขทะเบียน,ชื่อบริษัทภาษาไทย,ชื่อบริษัทภาษาอังกฤษ,ประกอบธุรกิจ,หมวดธุรกิจ,ที่ตั้ง,สถานะ,วันที่จดทะเบียน,วันที่จดทะเบียน(ชื่อเดือน),ทุนจดทะเบียน,ก่อตั้งโดย,ข้อมูลสำหรับติดต่อ,ข้อมูลสำหรับการติดต่อ,เบอร์โทร,Website,หลักทรัพย์,ที่มา,สมัครงาน / ดูตำแหน่งงานว่าง,วันที่เลิก,เสร็จชำระบัญชี,วันที่ร้าง,ศาลสั่งพิทักษ์ทรัพย์,พิพากษาล้มละลาย,เว็บไซต์,"สมัครงาน / ดูตำแหน่งงานว่าง
 ดูตำแหน่งงานจาก JOBBKK"
'0105558159650,บริษัท กลุ่มเกษมการค้า จำกัด,KASEM GROUP TRADING COMPANY LIMITED,การขายส่งวัสดุก่อสร้างอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,29 ซอยพระรามที่ 3 ซอย 59 ถนนพระรามที่ 3 แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120,ยังดำเนินกิจการอยู่,2/10/2558,2 ตุลาคม 2558,162000000,"กรรมการ: นายวินิจ ทวีสกุลชัย, นายวินัย ทวีสกุลชัย, นายวิทูร ทวีสกุลชัย, นายวิบูลย์ ทวีสกุลชัย, นางสาววิไลลักษณ์ ทวีสกุลชัย, นายนิธิ ทวีสกุลชัย",,False,,,,https://www.dataforthai.com/company/0105558159650/,ดูตำแหน่งงานจาก JOBBKK,,,,,,,
'0105552034278,บริษัท สยาม โกลบอล กรุ๊ป จำกัด,"SIAM GLOBAL GROUP CO.,LTD.",นำเข้าและขายสินค้าประเภทเครื่องมือช่าง,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,253/1038 ซอยเคหะร่มเกล้า 64 แขวงคลองสองต้นนุ่น เขตลาดกระบัง กรุงเทพมหานคร 10520,ยังดำเนินกิจการอยู่,1/4/2552,1 เมษายน 2552,180000000,"กรรมการ: นายอดิสรณ์ แซ่ตั้ง, นางสาวจงกลนี ไทยเกื้อ",,False,,www.sgb.co.th,,https://www.dataforthai.com/company/0105552034278/,,,,,,,www.sgb.co.th,
'0105537129000,บริษัท คิว-วันคอร์ปอเรชั่น จำกัด,Q-ONE CORPORATION COMPANY LIMITED,ขายวัสดุก่อสร้าง,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,55/216 หมู่ที่ 9 ถนนบอนด์สตรีท ตำบลบางพูด อำเภอปากเกร็ด จ.นนทบุรี 11120,ยังดำเนินกิจการอยู่,28/10/2537,28 ตุลาคม 2537,200000000,กรรมการ: นายสุรพล ประฏิภาณวัตร,,False,,,,https://www.dataforthai.com/company/0105537129000/,ดูตำแหน่งงานจาก JOBBKK,,,,,,,
'0105534040202,บริษัท อาร์เอ็มซี กรุ๊ป คอร์ปอเรชั่น จำกัด,"RMC GROUP CORPORATION CO., LTD.",ขายส่งไม้และวัสดุก่อสร้าง,การขายส่งไม้และผลิตภัณฑ์จากไม้แปรรูปขั้นต้น,"15/1, 15/2 หมู่ที่ 1 ถนนพระราม 2 ตำบลบางน้ำจืด อำเภอเมืองสมุทรสาคร จ.สมุทรสาคร 74000",ยังดำเนินกิจการอยู่,30/4/2534,30 เมษายน 2534,200000000,"กรรมการ: นางสิริพร รัตนศิริวิไล, นายวิพงษ์ รัตนศิริวิไล, นายธนินทร์ รัตนศิริวิไล, นายวรัชญ์ รัตนศิริวิไล, นายวรวิช รัตนศิริวิไล",,False,,www.rmc.co.th,,https://www.dataforthai.com/company/0105534040202/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,www.rmc.co.th,
'0205554020087,บริษัท อาร์เค. อินเตอร์ เทรดดิ้ง จำกัด,RK.INTER TRADING COMPANY LIMITED,ขายส่งและขายปลีกวัสดุอุปกรณ์ที่ใช้ในการก่อสร้าง,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,300/8 หมู่ที่ 10 ตำบลหนองปรือ อำเภอบางละมุง จ.ชลบุรี 20150,ยังดำเนินกิจการอยู่,23/8/2554,23 สิงหาคม 2554,200000000,"กรรมการ: นายนิติ เรืองรัตนากร, นายจักรรัตน์ เรืองรัตนากร",,False,,,,https://www.dataforthai.com/company/0205554020087/,,,,,,,,
'0755539000122,บริษัท อุดมชัยสมุทรสงครามซิเมนต์ จำกัด,"UDOMCHAISAMUTSONGKHAM CEMENT CO., LTD.",จำหน่ายวัสดุก่อสร้างการรับเหมาก่อสร้าง,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,134/33 หมู่ที่ 1 ตำบลบางแก้ว อำเภอเมืองสมุทรสงคราม จ.สมุทรสงคราม 75000,ยังดำเนินกิจการอยู่,18/7/2539,18 กรกฎาคม 2539,200000000,"กรรมการ: นายกอบชัย พฤทธิพัฒนพงศ์, นางปวีณา พฤทธิพัฒนพงศ์",,False,,,,https://www.dataforthai.com/company/0755539000122/,,,,,,,,
'0115544008573,บริษัท ไวท์ ฮอร์ส เซรามิค (ประเทศไทย) จำกัด,"WHITE HORSE CERAMIC (THAILAND) CO.,LTD.",นำเข้าและจำหน่ายกระเบื้องเซรามิค,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,34/9 หมู่ที่ 13 ถนนเทพรัตน ตำบลบางพลีใหญ่ อำเภอบางพลี จ.สมุทรปราการ 10540,ยังดำเนินกิจการอยู่,27/11/2544,27 พฤศจิกายน 2544,200000000,"กรรมการ: นายหง-จาง เหลียว, นายสวี เต็ง เตา, นายซูน มง เช็ง, นายคิม เท เตา, นายเชน- หัวเหลียว",,False,,,,https://www.dataforthai.com/company/0115544008573/,ดูตำแหน่งงานจาก JOBBKK,,,,,,,
'0107563000177,บริษัท เวสเทิร์น เดคอร์ คอร์ปอเรชั่น จำกัด (มหาชน),"WESTERN DECOR CORPORATION CO.,LTD. PUBLIC COMPANY LIMITED",,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,1168/81-82 อาคารลุมพินีทาวเวอร์ ชั้นที่ 27 ถนนพระรามสี่ แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120,ยังดำเนินกิจการอยู่,3/7/2563,3 กรกฎาคม 2563,205000000,"กรรมการ: นายสุภัค หิรัญญนิธิวัฒนา, นางกัญญารัตน์ หิรัญญนิธิวัฒนา, นายบัณฑิต หิรัญญนิธิวัฒนา, นายชาญศักดิ์ เฟื่องฟู, นายสรพล บุญภากร",,False,,www.wdcstore.com,,https://www.dataforthai.com/company/0107563000177/,,,,,,,www.wdcstore.com,
'0125553018373,บริษัท คอนโทร์โน จำกัด,CONTORNO COMPANY LIMITED,การขายส่งวัสดุก่อสร้างอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,355 ถนนบอนด์สตรีท ตำบลบางพูด อำเภอปากเกร็ด จ.นนทบุรี 11120,ยังดำเนินกิจการอยู่,15/11/2553,15 พฤศจิกายน 2553,210000000,"กรรมการ: นายธัญชาติ กิจพิพิธ, นางณัชชา กิจพิพิธ, นายฤทธี กิจพิพิธ, นางสาวนริศรา กิจพิพิธ, นายดนุวงศ์ บุญศรี",,False,,,,https://www.dataforthai.com/company/0125553018373/,ดูตำแหน่งงานจาก JOBBKK,,,,,,,
'0105524027033,บริษัท สินอุดมพาณิชย์ (1981) จำกัด,"SINUDOMPANIT (1981) CO., LTD.",จำหน่ายวัสดุก่อสร้าง,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,"252,254 ถนนร่มเกล้า แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510",ยังดำเนินกิจการอยู่,12/11/2524,12 พฤศจิกายน 2524,215000000,"กรรมการ: นายวีรชัย ชูประภาวรรณ, นายเดชา อภิรมย์เดช, นายวีระพงษ์ อภิรมย์เดช, นายชัยธนา ชูประภาวรรณ",,False,,www.sinudom.com,,https://www.dataforthai.com/company/0105524027033/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,www.sinudom.com,
'0107550000173,บริษัท บิวเดอสมาร์ท จำกัด (มหาชน),BUILDERSMART PUBLIC COMPANY LIMITED,ขายวัสดุอุปกรณ์ เครื่องมือและเครื่องใช้ในการก่อสร้าง ตกแต่งภายใน,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,1055 ถนนพระราม 3 แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120,ยังดำเนินกิจการอยู่,26/10/2550,26 ตุลาคม 2550,213050620,"กรรมการ: นายสัญชัย เนื่องสิทธิ์, นางสาวมิศรา วงศ์สินศิริกุล, นายปรมัตถ์ จุฬวนิช, นายเอนก พิเชฐพงศา, นางสาวฐิติยา วงศ์จิรชัย, นายวรุตม์ ภาณุพัฒนพงศ์, นายเอกชัย เวชพงศา, นายออเสน การบริสุทธิ์",,False,,www.bsmgroup.asia,BSM,https://www.dataforthai.com/company/0107550000173/,,,,,,,www.bsmgroup.asia,
'0107548000242,บริษัท เวล แมเนจเม้นท์ คอร์ปอเรชั่น จำกัด (มหาชน),WELL MANAGEMENT CORPORATION PUBLIC COMPANY LIMITED,ที่ปรึกษาโครงการ,กิจกรรมให้คำปรึกษาด้านการบริหารจัดการอื่นๆซึ่งมิได้จัด ประเภทไว้ในที่อื่น,36/1 ซอยรามคำแหง 40 (เสริมมิตร) แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร,ยังดำเนินกิจการอยู่,31/3/2548,31 มีนาคม 2548,529913978,"กรรมการ: พลตำรวจตรีหญิงจิรารักษ์ สิทธิพันธุ์, พลเอกธนสร ป้องอาณา, นางสาวพัทธนันท์ เพชรเชิดชู, นางสาวณัฐวี อัจฉริยะสมบัติ, นายศิริเดช คำสุพรหม, นางสาวเปรมวดี ฟองศิริ, นายประเทศ ศรีชมภู, นายชวภาส องค์มหัทมงคล, นายสุธี เหลืองรัตนเจริญ",,False,,http://www.staruniversalnetwork.com,WELL,https://www.dataforthai.com/company/0107548000242/,,,,,,,http://www.staruniversalnetwork.com,
'0205526000247,บริษัท ชลบุรีกันยง จำกัด,"CHOLBURI KANYONG CO., LTD.",จำหน่ายวัสดุก่อสร้าง,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,39/1-4 หมู่ที่ 1 ถนนสุขุมวิท ตำบลห้วยกะปิ อำเภอเมืองชลบุรี จ.ชลบุรี,ยังดำเนินกิจการอยู่,19/4/2526,19 เมษายน 2526,250000000,"กรรมการ: นางชลธิชา ทีปกรสุขเกษม, นายอาทิตย์ ทีปกรสุขเกษม, นางศุลีพร ทีปกรสุขเกษม",,False,,www.kanyonghomestore.com,,https://www.dataforthai.com/company/0205526000247/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,www.kanyonghomestore.com,
'0105539026615,บริษัท แอบปอน จำกัด,"ABPON CO., LTD.",ขายปลีก-ส่ง น๊อต สกรู สลักเกลียวต่างๆ พลุ๊กฝังคอนกรีต เครื่องมือ เครื่องเหล็ก ฮาร์ดแวร์ต่างๆ และอื่นๆ,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,"403,405,407,409 ถนนสี่พระยา แขวงสี่พระยา เขตบางรัก กรุงเทพมหานคร 10500",ยังดำเนินกิจการอยู่,4/3/2539,4 มีนาคม 2539,250000000,"กรรมการ: นายอนันต์ ประเทืองพัฒนากุล, นางสาวปิยะนุช ประเทืองพัฒนากุล, นางปริศนา อนันต์นาคินทร์, นางสุธาทิพย์ วงศ์พนาวิโรจน์, นายอุทิศ ประเทืองพัฒนากุล",,False,,,,https://www.dataforthai.com/company/0105539026615/,,,,,,,,
'0105516001071,บริษัท ห้างกระจกตังน้ำ จำกัด,,ขายส่ง-ขายปลีกกระจกและอลูมิเนียม,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,226 ถนนพระรามที่ 2 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150,ยังดำเนินกิจการอยู่,29/1/2516,29 มกราคม 2516,275000000,"กรรมการ: นายธงชัย นิ่มวชิระสุนทร, นางสาวสุชัญญา นิ่มวชิระสุนทร, นางจิราพา นิ่มวชิระสุนทร, นายสุโรจน์ นิ่มวชิระสุนทร, นางสาวสุภาภรณ์ นิ่มวชิระสุนทร",,False,,www.tangnamglass.com,,https://www.dataforthai.com/company/0105516001071/,,,,,,,www.tangnamglass.com,
'0105556081092,บริษัท อะลินโกะ สแคฟโฟลดิ้ง (ประเทศไทย) จำกัด,ALINCO SCAFFOLDING (THAILAND) COMPANY LIMITED,นำเข้า ส่งออก จำหน่าย นั่งร้านเหล็ก นั่งร้านอลูมิเนียม และสินค้าประเภทเดียวกัน,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,74/2 หมู่ที่ 9 นิคมอุตสาหกรรมเกตเวย์ซิตี้ ตำบลหัวสำโรง อำเภอแปลงยาว จ.ฉะเชิงเทรา 24190,ยังดำเนินกิจการอยู่,20/5/2556,20 พฤษภาคม 2556,292000000,"กรรมการ: นายทาคาชิ ซาคากุจิ, นายฮิเดะยูกิ โคอิเดะ, นายอะซึชิ อูเอโนะ, นายเรียวจิ นัตซึกิ",,False,,www.alincoscaffold.co.th,,https://www.dataforthai.com/company/0105556081092/,,,,,,,www.alincoscaffold.co.th,
'0105533003389,บริษัท เวือร์ท (ประเทศไทย) จำกัด,"WUERTH (THAILAND) CO., LTD.",จำหน่ายเครื่องมือช่างซ่อมบำรุงรักษารถยนต์ จำหน่ายวัสดุสิ้นเปลืองในการก่อสร้าง,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,777 อาคารดับบลิวเอชเอ ทาวเวอร์ ชั้น 14 หมู่ 13 ถนนเทพรัตน (บางนา-ตราด) กม.7 ตำบลบางแก้ว อำเภอบางพลี จ.สมุทรปราการ 10540,ยังดำเนินกิจการอยู่,9/1/2533,9 มกราคม 2533,648320000,"กรรมการ: นายคริสเตียน ท็อป ออลเซ่น, นายอัลเบิร์ต มันเฟรด คาร์ล แฟรนช์ มอริซ, นายลูคัส ซิงค์",,False,,www.wuerth.co.th,,https://www.dataforthai.com/company/0105533003389/,,,,,,,www.wuerth.co.th,
'0105544030030,บริษัท พี.อาร์.บางบอน 5 สตีล จำกัด,P.R.BANGBON 5 STEEL COMPANY LIMITED,ขายส่ง ขายปลีกวัสดุก่อสร้างอื่นๆ,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,298/34 ถนนพรหมราษฎร์ แขวงบางบอนใต้ เขตบางบอน กรุงเทพมหานคร 10150,ยังดำเนินกิจการอยู่,26/3/2544,26 มีนาคม 2544,300000000,"กรรมการ: นายไพรัช กิ่งพุทธพงษ์, นายพีรพล กิ่งพุทธพงษ์, นายพีรชัย กิ่งพุทธพงษ์, นางสาวอัญชลี กิ่งพุทธพงษ์",,False,,www.pr-steel.co.th,,https://www.dataforthai.com/company/0105544030030/,,,,,,,www.pr-steel.co.th,
'0715554000553,บริษัท ยงเฮ้าส์ จำกัด,"YONG HOUSE CO.,LTD.",ร้านขายส่งวัสดุก่อสร้างร้านขายปลีกวัสดุก่อสร้าง,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,88 หมู่ที่ 9 ตำบลปากแพรก อำเภอเมืองกาญจนบุรี จ.กาญจนบุรี 71000,ยังดำเนินกิจการอยู่,28/6/2554,28 มิถุนายน 2554,300000000,"กรรมการ: นายสรรเพชญ ศลิษฏ์อรรถกร, นางสาวอรวรรณ ศลิษฏ์อรรถกร, นายปฏิเวธ ศลิษฏ์อรรถกร, นายคมสัน ศลิษฏ์อรรถกร",,False,,yonghouse.co.th,,https://www.dataforthai.com/company/0715554000553/,ดูตำแหน่งงานจาก JOBSDB,,,,,,yonghouse.co.th,
'0405538001152,บริษัท แอดวานซ์ คอนกรีต จำกัด,"ADVANCED CONCRETE CO., LTD.",จำหน่ายวัสดุก่อสร้าง,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,999 หมู่ที่ 2 ตำบลหัวสำโรง อำเภอแปลงยาว จ.ฉะเชิงเทรา 24190,ยังดำเนินกิจการอยู่,16/8/2538,16 สิงหาคม 2538,300000000,กรรมการ: นายทวนทอง เผ่าบรรจง,,False,,,,https://www.dataforthai.com/company/0405538001152/,,,,,,,,
'0103530026912,ห้างหุ้นส่วนจำกัด ไชนี่สตาร์ อิมปอร์ตเอ็กซ์ปอร์ต,"SHINY STAR IMPORT EXPORT LTD., PART.",นำเข้า ส่งออก จำหน่ายในประเทศเครื่องมือก่อสร้าง,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,33 ซอยวชิรธรรมสาธิต 39/1 แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260,ยังดำเนินกิจการอยู่,29/9/2530,29 กันยายน 2530,350000000,"หุ้นส่วน: นางสาวสุพรรณี บุษยเรืองรัตน์ ลงหุ้นด้วยเงิน จำนวน 148,000,000.00 บาท, นางสาวอรรทยา บุษยเรืองรัตน์ ลงหุ้นด้วยเงิน จำนวน 52,500,000.00 บาท, นายปิยะศักดิ์ บุษยเรืองรัตน์ ลงหุ้นด้วยเงิน จำนวน 35,000,000.00 บาท, นางทับทิม บุษยเรืองรัตน์ ลงหุ้นด้วยเงิน จำนวน 35,000,000.00 บาท, นายปิ่น บุษยเรืองรัตน์ ลงหุ้นด้วยเงิน จำนวน 20,000,000.00 บาท, นางสุวรรณา พ่วงกรัด ลงหุ้นด้วยเงิน จำนวน 29,750,000.00 บาท, นางสาวนลัทพร บุษยเรืองรัตน์ ลงหุ้นด้วยเงิน จำนวน 29,750,000.00 บาท",,False,,,,https://www.dataforthai.com/company/0103530026912/,ดูตำแหน่งงานจาก JOBSDB,,,,,,,
'0315561000133,บริษัท เค.เอ.พี.เพาเวอร์ อินเตอร์เนชั่นแนล จำกัด,K.A.P. POWER INTERNATIONAL COMPANY LIMITED,,การก่อสร้างถนนสะพานและอุโมงค์,555 หมู่ที่ 9 ตำบลเสม็ด อำเภอเมืองบุรีรัมย์ จ.บุรีรัมย์ 31000,ยังดำเนินกิจการอยู่,18/1/2561,18 มกราคม 2561,400000000,กรรมการ: นายวุฒิเมศร์ บริบูลณ์ลักษณ์,,False,,,,https://www.dataforthai.com/company/0315561000133/,,,,,,,,
'0107558000091,บริษัท อาซีฟา จำกัด (มหาชน),ASEFA PUBLIC COMPANY LIMITED,ผลิตและประกอบตู้ไฟฟ้า,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,5 หมู่ที่ 1 ถนนพระราม 2 ตำบลคอกกระบือ อำเภอเมืองสมุทรสาคร จ.สมุทรสาคร 74000,ยังดำเนินกิจการอยู่,18/3/2558,18 มีนาคม 2558,545648300,"กรรมการ: นายสรสิทธิ์ พึ่งสุข, นายไพบูลย์ อังคณากรกุล, นายชัยรัตน์ ตั้งติวาจา, นายเสงี่ยม กล่อมจิตเจริญ, นายพรชัย อุไรสินธว์, นายประสิทธิ์ พิทยพัฒน์, นายถนอมศักดิ์ โชติกประกาย",,False,,www.asefa.co.th,ASEFA,https://www.dataforthai.com/company/0107558000091/,,,,,,,www.asefa.co.th,
'0107551000045,บริษัท พี.โอเวอร์ซีส์ สตีล จำกัด (มหาชน),P.OVERSEAS STEEL PUBLIC COMPANY LIMITED,ขายส่ง ขายปลีก วัสดุก่อสร้าง,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,99/1 ซอยพหลโยธิน 40 ถนนพหลโยธิน แขวงเสนานิคม เขตจตุจักร กรุงเทพมหานคร 10900,ยังดำเนินกิจการอยู่,24/3/2551,24 มีนาคม 2551,1500000000,"กรรมการ: พลเอกวิโรจน์ แสงสนิท, นางจรรยา สว่างจิตร, นายธงชัย ตรีพิพัฒน์กุล, นางสมศรี เจริญศิริวัฒน์, นางสาวรัตนา ตรีพิพัฒน์กุล",,False,,poverseas.com,,https://www.dataforthai.com/company/0107551000045/,,,,,,,poverseas.com,
'0107551000029,บริษัท สยามโกลบอลเฮ้าส์ จำกัด (มหาชน),SIAM GLOBAL HOUSE PUBLIC COMPANY LIMITED,จำหน่ายวัสดุก่อสร้างและอุปกรณ์ตกแต่งบ้าน,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,232 หมู่ที่ 19 ตำบลรอบเมือง อำเภอเมืองร้อยเอ็ด จ.ร้อยเอ็ด 45000,ยังดำเนินกิจการอยู่,4/3/2551,4 มีนาคม 2551,5201874978,"กรรมการ: นายอภิสิทธิ์ รุจิเกียรติกำจร, นายวิทูร สุริยวนากุล, นายเกรียงไกร สุริยวนากุล, นายวงศ์ศักดิ์ สวัสดิ์พาณิชย์, นายนิธิ ภัทรโชค, นายปรเมศวร์ นิสากรเสน, นายไพโรจน์ เจือประทุม, พลตำรวจเอกกวี สุภานันท์, นายบุญชัย พิทักษ์ดำรงกิจ, นายวิโรจน์ รัตนชัยสิทธิ์",,False,,www.globalhouse.co.th,GLOBAL,https://www.dataforthai.com/company/0107551000029/,,,,,,,www.globalhouse.co.th,
'0107544000043,บริษัท โฮม โปรดักส์ เซ็นเตอร์ จำกัด (มหาชน),HOME PRODUCT CENTER PUBLIC COMPANY LIMITED,ขายสินค้าที่เกี่ยวกับวัสดุก่อสร้าง ตกแต่งบ้าน เครื่องใช้ไฟฟ้าการให้บริการอื่นๆ ที่เกี่ยวเนื่องกับการขายสินค้า การให้เช่าและใช้พื้นที่,การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,31 ถนนประชาชื่นนนทบุรี ตำบลบางเขน อำเภอเมืองนนทบุรี จ.นนทบุรี 11000,ยังดำเนินกิจการอยู่,29/5/2544,29 พฤษภาคม 2544,13151198025,"กรรมการ: นายอนันต์ อัศวโภคิน, นายนพร สุนทรจิตต์เจริญ, นางสุวรรณา พุทธประสาท, นายอาชวิณ อัศวโภคิน, นางสาววรีภรณ์ อุดมคุณธรรม, นายคุณวุฒิ ธรรมพรหมกุล, นายบุญสม เลิศหิรัญวงศ์, นายระเฑียร ศรีมงคล, นางสาวเกษรา ธัญลักษณ์ภาคย์, นายพรวุฒิ สารสิน, นายวีรพันธ์ อังสุมาลี",,False,,www.homepro.co.th,HMPRO,https://www.dataforthai.com/company/0107544000043/,,,,,,,www.homepro.co.th,
'0115559023140,บริษัท ซิน กวง เพลท เมกกิ้ง (ไทยแลนด์) จำกัด,XIN GUANG PLATE MAKING (THAILAND) COMPANY LIMITED,ประกอบกิจการผลิต นำเข้า ส่งออก จำหน่าย เพทพิมถุง สีพิมถุง ทุกชนิด,การขายส่งเคมีภัณฑ์ทางอุตสาหกรรม,99/38 หมู่ที่ 2 ตำบลท่าเสา อำเภอกระทุ่มแบน จ.สมุทรสาคร 74110,ยังดำเนินกิจการอยู่,26/10/2559,26 ตุลาคม 2559,30000000,กรรมการ: นายกั่ว ฮ้วนยี,,False,,,,https://www.dataforthai.com/company/0115559023140/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,,
'0405559000911,บริษัท นคร เคมิคอล จำกัด,NAKORN CHEMICAL COMPANY LIMITED,ขายเคมีภัณฑ์อุตสาหกรรม,การขายส่งเคมีภัณฑ์ทางอุตสาหกรรม,999 หมู่ที่ 17 ตำบลหนองโก อำเภอกระนวน จ.ขอนแก่น 40170,ยังดำเนินกิจการอยู่,2/3/2559,2 มีนาคม 2559,30000000,"กรรมการ: นายธนวินท์ ปรียานุพันธ์, นายวิทิต ปรียานุพันธ์, นางสาวปรางค์สิริ ปรียานุพันธ์",,False,,,,https://www.dataforthai.com/company/0405559000911/,,,,,,,,
'0105529046061,บริษัท ประพร ดาร์สุต จำกัด,PRAPORN DARSUT LIMITED,ประกอบกิจการจำหน่ายสารเคมีและเครื่องจักร,การขายส่งเคมีภัณฑ์ทางอุตสาหกรรม,8/6 ซอยมงคลนิเวศน์ ถนนวิภาวดีรังสิต แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900,ยังดำเนินกิจการอยู่,17/12/2529,17 ธันวาคม 2529,30000000,กรรมการ: นางสาวศิริลักษณ์ กองแสน,,False,,,,https://www.dataforthai.com/company/0105529046061/,ดูตำแหน่งงานจาก JOBTH,,,,,,,
'0103522007343,ห้างหุ้นส่วนจำกัด พี. เจนเนอรัลเทรดดิ้ง,P. GENERAL TRADING LIMITED PARTNERSHIP,นำเข้า และขายส่ง ขายปลีก เคมีภัณฑ์ ทุกชนิด,การขายส่งเคมีภัณฑ์ทางอุตสาหกรรม,152 ซอยสุขุมวิท 33 (แดงอุดม) ถนนสุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,ยังดำเนินกิจการอยู่,18/4/2522,18 เมษายน 2522,30000000,"หุ้นส่วน: นายดำรง เดโชศิลป์ ลงหุ้นด้วยเงิน จำนวน 2,000,000.00 บาท, นายประยูร เดโชศิลป์ ลงหุ้นด้วยเงิน จำนวน 2,000,000.00 บาท, นางศศิธร ลีละฉายากุล ลงหุ้นด้วยเงิน จำนวน 2,000,000.00 บาท, นายนฤทธิ์ เดโชศิลป์ ลงหุ้นด้วยเงิน จำนวน 2,000,000.00 บาท, นายวิรัตน์ หิรัญโสพรรณ ลงหุ้นด้วยเงิน จำนวน 2,000,000.00 บาท, นางสาวปิยะนุต เดโชศิลป์ ลงหุ้นด้วยเงิน จำนวน 18,000,000.00 บาท, นางสาวธฤตมน เดโชศิลป์ ลงหุ้นด้วยเงิน จำนวน 2,000,000.00 บาท",,False,,,,https://www.dataforthai.com/company/0103522007343/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,,
'0105534123159,บริษัท พี.พี.คัลเลอร์ เท็กซ์ จำกัด,"P.P. COLOR TEXT CO., LTD.",จำหน่ายสารเคมี,การขายส่งเคมีภัณฑ์ทางอุตสาหกรรม,968 ถนนพระรามที่ 4 แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500,ยังดำเนินกิจการอยู่,25/12/2534,25 ธันวาคม 2534,30000000,"กรรมการ: นายยอดยิ่ง เอื้อวัฒนสกุล, นายประภัสสร์ เอื้อวัฒนสกุล, นายณัฐพล เอื้อวัฒนสกุล, นายพงษ์ชัย จิรพรชัยสกุล, นายสมชัย มหาวัฒนอังกูร, นายภาสภัสสร์ เอื้อวัฒนสกุล",,False,,,,https://www.dataforthai.com/company/0105534123159/,,,,,,,,
